Loyalty Number,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed
553530,2018,10,3,5343,5343,0,0
136516,2017,11,3,2619,2619,369,66
255087,2018,11,3,3741,3741,369,66
555517,2018,10,3,3108,3108,0,0
556164,2018,10,3,3630,3630,0,0
556622,2018,10,3,4194,4194,0,0
556808,2018,10,3,6009,6009,0,0
557458,2018,10,3,3399,3399,0,0
557500,2018,10,3,3165,3165,0,0
557525,2018,10,3,2055,2055,0,0
848250,2018,10,3,7341,7341,388,70
557723,2018,10,3,2679,2679,0,0
882725,2017,9,3,3270,3270,407,73
558854,2018,10,3,7296,7296,0,0
559279,2018,10,3,4308,4308,0,0
560149,2018,10,3,4185,4185,0,0
560713,2018,10,3,1506,1506,0,0
561520,2018,10,3,4497,4497,0,0
561620,2018,10,3,5325,5325,0,0
562084,2018,10,3,2721,2721,0,0
562234,2018,10,3,2340,2340,0,0
563386,2018,10,3,7125,7125,0,0
563410,2018,10,3,6750,6750,0,0
563977,2018,10,3,6738,6738,0,0
564201,2018,10,3,3441,3441,0,0
564841,2018,10,3,3753,3753,0,0
566696,2018,10,3,6507,6507,0,0
567219,2018,10,3,1893,1893,0,0
567256,2018,10,3,4086,4086,0,0
567319,2018,10,3,5031,5031,0,0
568442,2018,10,3,6234,6234,0,0
568734,2018,10,3,3720,3720,0,0
568870,2018,10,3,5259,5259,0,0
569369,2018,10,3,2553,2553,0,0
569846,2018,10,3,3348,3348,0,0
570469,2018,10,3,6396,6396,0,0
750974,2017,10,3,5037,5037,471,85
571942,2018,10,3,5931,5931,0,0
572045,2018,10,3,2763,2763,0,0
573458,2018,10,3,6999,6999,0,0
573830,2018,10,3,3642,3642,0,0
574726,2018,10,3,1650,1650,0,0
574835,2018,10,3,6705,6705,0,0
575818,2018,10,3,3675,3675,0,0
840120,2017,12,3,5184,5184,567,102
175360,2018,12,3,4692,4692,567,102
576576,2018,10,3,1554,1554,0,0
576878,2018,10,3,7470,7470,0,0
319947,2017,5,3,4104,4104,531,96
100428,2018,9,3,2979,2979,495,89
577322,2018,10,3,5004,5004,0,0
577405,2018,10,3,5133,5133,0,0
578013,2018,10,3,4338,4338,0,0
578944,2018,10,3,2661,2661,0,0
541741,2018,3,3,2352,2352,435,78
579710,2018,10,3,7449,7449,0,0
579883,2018,10,3,6405,6405,0,0
579890,2018,10,3,4833,4833,0,0
909262,2017,8,3,2757,2757,0,0
580472,2018,10,3,6657,6657,0,0
580508,2018,10,3,6405,6405,0,0
581596,2018,10,3,5304,5304,0,0
581682,2018,10,3,5013,5013,0,0
582861,2018,10,3,2118,2118,0,0
909262,2017,11,3,4809,4809,0,0
583565,2018,10,3,1554,1554,0,0
583670,2018,10,3,2157,2157,0,0
584285,2018,10,3,4161,4161,0,0
584796,2018,10,3,2679,2679,0,0
584845,2018,10,3,2574,2574,0,0
585039,2018,10,3,1812,1812,0,0
585386,2018,10,3,5865,5865,0,0
585420,2018,10,3,4716,4716,0,0
585642,2018,10,3,6981,6981,0,0
585854,2018,10,3,5475,5475,0,0
586164,2018,10,3,1731,1731,0,0
909262,2018,4,3,2901,2901,0,0
733693,2017,6,3,6210,6210,659,119
587633,2018,10,3,4170,4170,0,0
588220,2018,10,3,2202,2202,0,0
940213,2017,8,3,5229,5229,616,111
909262,2018,2,3,4497,4497,0,0
310965,2018,8,3,2520,2520,616,111
589840,2018,10,3,6660,6660,0,0
590981,2018,10,3,6579,6579,0,0
141945,2018,12,3,3312,3312,585,105
438707,2018,5,3,4305,4305,548,99
592088,2018,10,3,1578,1578,0,0
592145,2018,10,3,2577,2577,0,0
592251,2018,10,3,4698,4698,0,0
593190,2018,10,3,6558,6558,0,0
593252,2018,10,3,1755,1755,0,0
593277,2018,10,3,2613,2613,0,0
593340,2018,10,3,6834,6834,0,0
593868,2018,10,3,4491,4491,0,0
595083,2018,10,3,4566,4566,0,0
595169,2018,10,3,5328,5328,0,0
595658,2018,10,3,4503,4503,0,0
595747,2018,10,3,3210,3210,0,0
596004,2018,10,3,5832,5832,0,0
596787,2018,10,3,3216,3216,0,0
597532,2018,10,3,4629,4629,0,0
598016,2018,10,3,1641,1641,0,0
909880,2017,5,3,4170,4170,0,0
599394,2018,10,3,6339,6339,0,0
600541,2018,10,3,4272,4272,0,0
600756,2018,10,3,5856,5856,0,0
601131,2018,10,3,3456,3456,0,0
601167,2018,10,3,2304,2304,0,0
602585,2018,10,3,3387,3387,0,0
603371,2018,10,3,4686,4686,0,0
603407,2018,10,3,7215,7215,0,0
603739,2018,10,3,6909,6909,0,0
603775,2018,10,3,6027,6027,0,0
605500,2018,10,3,7179,7179,0,0
605849,2018,10,3,4353,4353,0,0
605874,2018,10,3,7242,7242,0,0
605877,2018,10,3,5178,5178,0,0
605926,2018,10,3,1677,1677,0,0
606026,2018,10,3,1542,1542,0,0
606989,2018,10,3,2694,2694,0,0
607662,2018,10,3,7194,7194,0,0
608087,2018,10,3,1980,1980,0,0
608370,2018,10,3,4944,4944,0,0
609174,2018,10,3,5019,5019,0,0
309230,2018,1,3,4740,4740,428,77
611084,2018,10,3,6432,6432,0,0
611086,2018,10,3,1965,1965,0,0
611817,2018,10,3,1851,1851,0,0
140419,2018,2,3,2631,2631,457,82
612019,2018,10,3,1995,1995,0,0
612233,2018,10,3,6279,6279,0,0
612664,2018,10,3,2781,2781,0,0
612955,2018,10,3,2304,2304,0,0
614106,2018,10,3,7167,7167,0,0
614246,2018,10,3,3159,3159,0,0
734459,2017,2,3,5766,5766,509,92
614373,2018,10,3,1980,1980,0,0
614377,2018,10,3,2796,2796,0,0
947467,2018,11,3,5505,5505,547,98
615201,2018,10,3,5829,5829,0,0
615529,2018,10,3,4491,4491,0,0
615989,2018,10,3,2034,2034,0,0
910492,2017,9,3,2139,2139,0,0
616641,2018,10,3,3342,3342,0,0
616667,2018,10,3,7131,7131,0,0
616920,2018,10,3,3918,3918,0,0
617171,2018,10,3,5688,5688,0,0
617296,2018,10,3,2157,2157,0,0
617447,2018,10,3,5430,5430,0,0
618601,2018,10,3,5466,5466,0,0
618719,2018,10,3,7206,7206,0,0
618877,2018,10,3,1821,1821,0,0
619537,2018,10,3,2433,2433,0,0
619548,2018,10,3,6174,6174,0,0
620084,2018,10,3,4695,4695,0,0
620446,2018,10,3,4221,4221,0,0
436719,2017,9,3,5556,5556,607,109
611464,2018,9,3,6099,6099,607,109
943756,2017,10,3,2340,2340,577,104
621190,2018,10,3,3504,3504,0,0
621218,2018,10,3,6708,6708,0,0
621750,2018,10,3,5445,5445,0,0
623327,2018,10,3,6189,6189,0,0
623569,2018,10,3,1989,1989,0,0
623688,2018,10,3,2274,2274,0,0
562084,2017,7,3,4437,4437,566,102
624935,2018,10,3,6288,6288,0,0
624980,2018,10,3,4848,4848,0,0
625434,2018,10,3,5985,5985,0,0
625945,2018,10,3,5574,5574,0,0
626030,2018,10,3,4470,4470,0,0
627354,2018,10,3,1653,1653,0,0
628017,2018,10,3,4950,4950,0,0
628258,2018,10,3,7083,7083,0,0
628669,2018,10,3,4749,4749,0,0
356828,2017,6,3,4590,4590,680,122
629706,2018,10,3,5883,5883,0,0
419973,2018,6,3,3375,3375,680,122
629995,2018,10,3,5262,5262,0,0
630034,2018,10,3,3141,3141,0,0
630265,2018,10,3,2418,2418,0,0
630320,2018,10,3,6786,6786,0,0
631051,2018,10,3,1668,1668,0,0
631839,2018,10,3,2835,2835,0,0
631854,2018,10,3,6762,6762,0,0
632130,2018,10,3,4977,4977,0,0
632199,2018,10,3,5673,5673,0,0
632638,2018,10,3,2637,2637,0,0
632981,2018,10,3,4221,4221,0,0
167257,2018,8,3,5889,5889,635,114
633861,2018,10,3,4053,4053,0,0
633938,2018,10,3,7383,7383,0,0
634423,2018,10,3,2955,2955,0,0
634503,2018,10,3,7029,7029,0,0
635517,2018,10,3,7089,7089,0,0
635531,2018,10,3,7266,7266,0,0
854812,2018,4,3,1632,1632,569,102
637641,2018,10,3,4275,4275,0,0
637721,2018,10,3,6756,6756,0,0
637927,2018,10,3,7410,7410,0,0
638207,2018,10,3,3720,3720,0,0
638368,2018,10,3,5103,5103,0,0
911852,2017,12,3,4638,4638,0,0
639705,2018,10,3,4890,4890,0,0
911852,2018,1,3,1665,1665,0,0
641050,2018,10,3,2682,2682,0,0
641123,2018,10,3,6057,6057,0,0
641164,2018,10,3,5751,5751,0,0
641642,2018,10,3,1857,1857,0,0
641734,2018,10,3,5919,5919,0,0
642020,2018,10,3,5496,5496,0,0
643507,2018,10,3,4533,4533,0,0
643605,2018,10,3,1563,1563,0,0
644251,2018,10,3,1806,1806,0,0
644390,2018,10,3,6057,6057,0,0
646225,2018,10,3,5277,5277,0,0
646519,2018,10,3,2550,2550,0,0
648596,2018,10,3,1875,1875,0,0
649194,2018,10,3,6588,6588,0,0
649321,2018,10,3,2664,2664,0,0
649802,2018,10,3,7467,7467,0,0
650420,2018,10,3,5169,5169,0,0
650445,2018,10,3,2634,2634,0,0
650621,2018,10,3,3297,3297,0,0
651631,2018,10,3,5790,5790,0,0
652034,2018,10,3,2925,2925,0,0
652291,2018,10,3,2334,2334,0,0
242028,2017,6,3,6561,6561,684,123
981195,2018,6,3,3045,3045,684,123
742612,2018,8,3,5730,5730,639,115
653340,2018,10,3,2604,2604,0,0
653542,2018,10,3,1806,1806,0,0
653572,2018,10,3,4419,4419,0,0
654249,2018,10,3,6495,6495,0,0
655480,2018,10,3,6912,6912,0,0
656360,2018,10,3,7155,7155,0,0
656650,2018,10,3,2703,2703,0,0
657118,2018,10,3,2349,2349,0,0
657339,2018,10,3,3960,3960,0,0
657492,2018,10,3,7323,7323,0,0
603775,2018,7,3,3336,3336,585,105
659536,2018,10,3,6579,6579,0,0
660958,2018,10,3,5895,5895,0,0
912939,2018,4,3,3951,3951,0,0
778393,2017,8,3,2010,2010,532,96
912939,2018,5,3,5964,5964,0,0
111788,2017,9,3,5415,5415,483,87
273984,2018,9,3,1803,1803,483,87
665403,2018,10,3,4032,4032,0,0
665548,2018,10,3,6537,6537,0,0
666301,2018,10,3,3387,3387,0,0
666473,2018,10,3,4488,4488,0,0
667692,2018,10,3,2292,2292,0,0
668325,2018,10,3,5580,5580,0,0
668959,2018,10,3,4359,4359,0,0
670371,2018,10,3,1950,1950,0,0
512615,2017,5,3,4929,4929,517,93
670751,2018,10,3,2859,2859,0,0
671534,2018,10,3,2685,2685,0,0
671639,2018,10,3,3507,3507,0,0
671803,2018,10,3,3678,3678,0,0
672039,2018,10,3,4419,4419,0,0
481048,2017,11,3,5853,5853,436,78
673054,2018,10,3,6063,6063,0,0
673934,2018,10,3,6183,6183,0,0
674689,2018,10,3,4515,4515,0,0
231755,2018,10,3,3573,3573,463,83
674923,2018,10,3,2595,2595,0,0
675243,2018,10,3,3165,3165,0,0
675541,2018,10,3,2820,2820,0,0
675936,2018,10,3,1950,1950,0,0
726848,2017,11,3,3024,3024,440,79
310396,2017,1,3,7500,7500,423,76
677213,2018,10,3,5925,5925,0,0
677217,2018,10,3,4512,4512,0,0
677329,2018,10,3,4488,4488,0,0
678454,2018,10,3,3708,3708,0,0
678722,2018,10,3,6729,6729,0,0
679859,2018,10,3,6240,6240,0,0
680376,2018,10,3,3135,3135,0,0
680445,2018,10,3,4521,4521,0,0
680565,2018,10,3,4002,4002,0,0
680581,2018,10,3,2466,2466,0,0
680886,2018,10,3,4986,4986,0,0
681887,2018,10,3,6471,6471,0,0
682288,2018,10,3,4605,4605,0,0
682308,2018,10,3,6912,6912,0,0
682419,2018,10,3,1746,1746,0,0
414584,2017,2,3,3264,3264,411,74
683503,2018,10,3,6171,6171,0,0
683838,2018,10,3,5229,5229,0,0
683901,2018,10,3,3897,3897,0,0
683920,2018,10,3,6204,6204,0,0
684022,2018,10,3,2118,2118,0,0
684826,2018,10,3,5295,5295,0,0
685346,2018,10,3,4980,4980,0,0
686031,2018,10,3,3435,3435,0,0
686220,2018,10,3,6423,6423,0,0
687170,2018,10,3,7254,7254,0,0
687262,2018,10,3,5466,5466,0,0
687639,2018,10,3,4086,4086,0,0
687951,2018,10,3,4947,4947,0,0
688168,2018,10,3,7311,7311,0,0
688319,2018,10,3,6087,6087,0,0
689909,2018,10,3,2481,2481,0,0
690199,2018,10,3,2127,2127,0,0
690554,2018,10,3,5541,5541,0,0
690671,2018,10,3,3999,3999,0,0
690866,2018,10,3,1749,1749,0,0
692129,2018,10,3,7398,7398,0,0
693045,2018,10,3,6606,6606,0,0
693196,2018,10,3,4644,4644,0,0
693659,2018,10,3,2973,2973,0,0
915243,2018,2,3,1962,1962,0,0
694472,2018,10,3,6375,6375,0,0
694757,2018,10,3,6240,6240,0,0
695529,2018,10,3,5262,5262,0,0
695878,2018,10,3,2733,2733,0,0
695978,2018,10,3,4512,4512,0,0
696329,2018,10,3,3693,3693,0,0
697272,2018,10,3,1689,1689,0,0
697477,2018,10,3,5019,5019,0,0
698072,2018,10,3,7164,7164,0,0
698505,2018,10,3,6624,6624,0,0
698627,2018,10,3,7422,7422,0,0
698937,2018,10,3,4230,4230,0,0
700245,2018,10,3,3411,3411,0,0
700335,2018,10,3,3948,3948,0,0
700871,2018,10,3,5874,5874,0,0
701617,2018,10,3,1818,1818,0,0
702147,2018,10,3,6690,6690,0,0
702161,2018,10,3,2661,2661,0,0
702482,2018,10,3,5124,5124,0,0
704603,2018,10,3,4839,4839,0,0
704709,2018,10,3,2943,2943,0,0
705589,2018,10,3,7038,7038,0,0
705980,2018,10,3,3243,3243,0,0
707017,2018,10,3,3573,3573,0,0
917352,2017,10,3,3486,3486,0,0
708230,2018,10,3,5676,5676,0,0
708373,2018,10,3,2409,2409,0,0
709869,2018,10,3,1506,1506,0,0
710364,2018,10,3,5883,5883,0,0
917352,2018,4,3,6702,6702,0,0
711795,2018,10,3,5502,5502,0,0
712248,2018,10,3,3552,3552,0,0
712605,2018,10,3,5814,5814,0,0
917352,2018,3,3,1872,1872,0,0
713853,2018,10,3,1758,1758,0,0
713998,2018,10,3,2988,2988,0,0
917352,2018,9,3,6522,6522,0,0
716294,2018,10,3,4482,4482,0,0
716589,2018,10,3,2091,2091,0,0
716690,2018,10,3,5772,5772,0,0
716750,2018,10,3,2109,2109,0,0
717250,2018,10,3,6759,6759,0,0
717891,2018,10,3,3873,3873,0,0
718491,2018,10,3,6897,6897,0,0
719242,2018,10,3,4128,4128,0,0
719300,2018,10,3,2742,2742,0,0
719673,2018,10,3,2955,2955,0,0
720197,2018,10,3,5949,5949,0,0
720514,2018,10,3,6510,6510,0,0
720939,2018,10,3,1821,1821,0,0
721372,2018,10,3,3921,3921,0,0
721984,2018,10,3,6441,6441,0,0
723208,2018,10,3,1887,1887,0,0
723820,2018,10,3,1950,1950,0,0
724139,2018,10,3,6558,6558,0,0
724510,2018,10,3,5937,5937,0,0
724626,2018,10,3,1956,1956,0,0
724818,2018,10,3,5577,5577,0,0
725086,2018,10,3,6438,6438,0,0
725580,2018,10,3,3369,3369,0,0
572663,2018,2,3,2739,2739,475,86
725962,2018,10,3,1848,1848,0,0
726268,2018,10,3,2928,2928,0,0
726544,2018,10,3,1521,1521,0,0
726848,2018,10,3,2712,2712,0,0
726980,2018,10,3,3081,3081,0,0
918017,2018,2,3,3702,3702,0,0
918017,2018,4,3,4629,4629,0,0
918017,2018,5,3,5088,5088,0,0
918017,2018,6,3,6093,6093,0,0
728679,2018,10,3,2133,2133,0,0
728837,2018,10,3,4572,4572,0,0
729084,2018,10,3,3312,3312,0,0
729094,2018,10,3,5880,5880,0,0
729173,2018,10,3,4599,4599,0,0
729518,2018,10,3,7248,7248,0,0
730388,2018,10,3,2880,2880,0,0
730561,2018,10,3,5802,5802,0,0
730742,2018,10,3,2805,2805,0,0
733728,2018,10,3,3978,3978,0,0
733906,2018,10,3,4932,4932,0,0
733907,2018,10,3,5508,5508,0,0
734035,2018,10,3,4947,4947,0,0
734490,2018,10,3,6699,6699,0,0
734752,2018,10,3,5214,5214,0,0
735627,2018,10,3,1584,1584,0,0
735964,2018,10,3,5679,5679,0,0
736004,2018,10,3,3219,3219,0,0
736504,2018,10,3,6672,6672,0,0
737474,2018,10,3,4521,4521,0,0
737534,2018,10,3,4464,4464,0,0
737764,2018,10,3,6357,6357,0,0
738332,2018,10,3,1824,1824,0,0
738435,2018,10,3,7260,7260,0,0
739284,2018,10,3,3387,3387,0,0
740105,2018,10,3,6582,6582,0,0
740407,2018,10,3,5961,5961,0,0
741138,2018,10,3,3375,3375,0,0
741422,2018,10,3,3078,3078,0,0
743241,2018,10,3,5106,5106,0,0
743879,2018,10,3,5367,5367,0,0
744117,2018,10,3,6210,6210,0,0
919922,2017,11,3,2832,2832,0,0
744528,2018,10,3,4887,4887,0,0
744567,2018,10,3,2877,2877,0,0
745420,2018,10,3,5643,5643,0,0
745920,2018,10,3,2190,2190,0,0
746296,2018,10,3,7482,7482,0,0
919922,2018,4,3,2274,2274,0,0
746402,2018,10,3,6288,6288,0,0
746520,2018,10,3,2583,2583,0,0
919922,2018,2,3,3126,3126,0,0
919922,2018,3,3,4812,4812,0,0
746807,2018,10,3,2646,2646,0,0
746837,2018,10,3,1905,1905,0,0
747939,2018,10,3,3570,3570,0,0
747993,2018,10,3,6906,6906,0,0
748649,2018,10,3,2130,2130,0,0
749112,2018,10,3,4323,4323,0,0
749328,2018,10,3,5865,5865,0,0
750152,2018,10,3,6849,6849,0,0
750974,2018,10,3,5226,5226,0,0
751820,2018,10,3,4383,4383,0,0
752107,2018,10,3,2070,2070,0,0
753149,2018,10,3,4344,4344,0,0
753533,2018,10,3,4212,4212,0,0
755014,2018,10,3,4878,4878,0,0
755070,2018,10,3,1935,1935,0,0
756668,2018,10,3,6882,6882,0,0
756867,2018,10,3,4683,4683,0,0
756928,2018,10,3,2784,2784,0,0
991672,2018,8,3,7077,7077,476,86
757041,2018,10,3,2040,2040,0,0
480732,2017,12,3,4389,4389,453,82
758165,2018,10,3,3297,3297,0,0
758695,2018,10,3,4335,4335,0,0
758789,2018,10,3,5628,5628,0,0
758840,2018,10,3,6297,6297,0,0
759311,2018,10,3,2457,2457,0,0
760645,2018,10,3,2340,2340,0,0
760842,2018,10,3,3216,3216,0,0
761403,2018,10,3,6273,6273,0,0
762272,2018,10,3,6198,6198,0,0
762562,2018,10,3,2808,2808,0,0
609174,2018,2,3,3951,3951,542,98
763406,2018,10,3,3744,3744,0,0
764305,2018,10,3,3498,3498,0,0
764513,2018,10,3,6858,6858,0,0
764634,2018,10,3,5472,5472,0,0
764869,2018,10,3,4680,4680,0,0
764980,2018,10,3,6153,6153,0,0
765323,2018,10,3,2922,2922,0,0
765793,2018,10,3,2163,2163,0,0
765924,2018,10,3,5826,5826,0,0
765955,2018,10,3,3249,3249,0,0
766024,2018,10,3,5055,5055,0,0
766733,2018,10,3,3324,3324,0,0
767058,2018,10,3,2802,2802,0,0
767089,2018,10,3,7425,7425,0,0
767894,2018,10,3,1536,1536,0,0
768078,2018,10,3,5709,5709,0,0
768354,2018,10,3,4080,4080,0,0
768415,2018,10,3,4764,4764,0,0
769495,2018,10,3,4668,4668,0,0
769521,2018,10,3,7260,7260,0,0
769560,2018,10,3,2901,2901,0,0
770634,2018,10,3,4185,4185,0,0
771056,2018,10,3,6885,6885,0,0
771943,2018,10,3,2703,2703,0,0
772152,2018,10,3,4620,4620,0,0
772370,2018,10,3,4899,4899,0,0
772381,2018,10,3,6690,6690,0,0
772484,2018,10,3,3492,3492,0,0
772952,2018,10,3,3756,3756,0,0
773112,2018,10,3,5505,5505,0,0
773261,2018,10,3,5007,5007,0,0
773986,2018,10,3,6096,6096,0,0
774272,2018,10,3,2514,2514,0,0
774931,2018,10,3,3609,3609,0,0
775160,2018,10,3,2745,2745,0,0
775176,2018,10,3,2514,2514,0,0
921530,2017,5,3,6384,6384,0,0
776466,2018,10,3,4110,4110,0,0
776736,2018,10,3,5583,5583,0,0
777531,2018,10,3,5193,5193,0,0
777540,2018,10,3,2973,2973,0,0
777561,2018,10,3,6090,6090,0,0
777931,2018,10,3,4962,4962,0,0
921530,2017,9,3,2652,2652,0,0
779184,2018,10,3,6975,6975,0,0
780504,2018,10,3,7107,7107,0,0
780728,2018,10,3,2541,2541,0,0
780944,2018,10,3,5343,5343,0,0
781347,2018,10,3,5013,5013,0,0
781463,2018,10,3,5217,5217,0,0
781621,2018,10,3,4662,4662,0,0
781647,2018,10,3,3033,3033,0,0
782078,2018,10,3,2205,2205,0,0
782100,2018,10,3,5937,5937,0,0
782329,2018,10,3,2679,2679,0,0
782523,2018,10,3,5289,5289,0,0
783300,2018,10,3,6897,6897,0,0
921530,2017,3,3,4959,4959,698,126
784380,2018,10,3,3375,3375,0,0
784490,2018,10,3,3357,3357,0,0
784537,2018,10,3,6765,6765,0,0
784804,2018,10,3,5094,5094,0,0
786709,2018,10,3,5916,5916,0,0
787416,2018,10,3,4749,4749,0,0
787660,2018,10,3,6375,6375,0,0
789797,2018,10,3,2634,2634,0,0
789826,2018,10,3,4020,4020,0,0
790240,2018,10,3,7143,7143,0,0
790450,2018,10,3,5214,5214,0,0
790649,2018,10,3,2481,2481,0,0
791280,2018,10,3,6813,6813,0,0
791342,2018,10,3,5838,5838,0,0
791765,2018,10,3,3450,3450,0,0
791852,2018,10,3,7437,7437,0,0
792707,2018,10,3,2337,2337,0,0
921777,2017,12,3,6240,6240,440,79
793285,2018,10,3,3723,3723,0,0
793384,2018,10,3,5703,5703,0,0
793549,2018,10,3,6471,6471,0,0
793608,2018,10,3,2211,2211,0,0
793995,2018,10,3,5781,5781,0,0
794502,2018,10,3,6744,6744,0,0
795607,2018,10,3,3759,3759,0,0
921777,2017,2,3,4302,4302,321,58
466953,2017,4,3,6396,6396,458,82
796347,2018,10,3,1839,1839,0,0
796670,2018,10,3,5997,5997,0,0
796692,2018,10,3,4368,4368,0,0
357161,2017,11,3,3213,3213,440,79
797158,2018,10,3,2148,2148,0,0
921777,2017,6,3,2682,2682,0,0
766927,2017,1,3,4110,4110,423,76
798279,2018,10,3,7272,7272,0,0
485557,2018,10,3,6540,6540,464,84
798817,2018,10,3,5961,5961,0,0
798854,2018,10,3,2979,2979,0,0
798954,2018,10,3,6000,6000,0,0
799630,2018,10,3,6111,6111,0,0
799919,2018,10,3,7125,7125,0,0
799992,2018,10,3,4566,4566,0,0
838283,2017,2,3,5043,5043,411,74
801391,2018,10,3,3306,3306,0,0
801483,2018,10,3,2346,2346,0,0
802206,2018,10,3,5172,5172,0,0
803976,2018,10,3,2001,2001,0,0
804438,2018,10,3,6651,6651,0,0
804784,2018,10,3,5118,5118,0,0
805140,2018,10,3,5172,5172,0,0
805932,2018,10,3,5499,5499,0,0
806008,2018,10,3,4713,4713,0,0
807570,2018,10,3,5667,5667,0,0
808005,2018,10,3,3633,3633,0,0
809449,2018,10,3,3681,3681,0,0
810581,2018,10,3,2523,2523,0,0
810899,2018,10,3,1530,1530,0,0
811162,2018,10,3,4008,4008,0,0
811612,2018,10,3,6204,6204,0,0
811619,2018,10,3,5694,5694,0,0
812282,2018,10,3,1848,1848,0,0
812417,2018,10,3,5163,5163,0,0
812513,2018,10,3,2262,2262,0,0
813725,2018,10,3,7425,7425,0,0
813931,2018,10,3,7056,7056,0,0
815626,2018,10,3,2331,2331,0,0
816420,2018,10,3,4818,4818,0,0
542085,2018,7,3,6720,6720,520,94
818077,2018,10,3,5619,5619,0,0
818567,2018,10,3,3033,3033,0,0
819255,2018,10,3,6654,6654,0,0
819969,2018,10,3,6423,6423,0,0
821117,2018,10,3,2907,2907,0,0
821739,2018,10,3,5904,5904,0,0
822694,2018,10,3,4785,4785,0,0
822765,2018,10,3,3996,3996,0,0
823768,2018,10,3,6522,6522,0,0
824163,2018,10,3,4059,4059,0,0
824990,2018,10,3,1572,1572,0,0
825315,2018,10,3,5403,5403,0,0
107571,2018,1,3,3714,3714,423,76
827215,2018,10,3,4143,4143,0,0
827334,2018,10,3,6105,6105,0,0
827731,2018,10,3,3063,3063,0,0
828895,2018,10,3,6405,6405,0,0
829505,2018,10,3,7260,7260,0,0
829627,2018,10,3,4578,4578,0,0
830071,2018,10,3,5736,5736,0,0
830223,2018,10,3,2712,2712,0,0
830503,2018,10,3,1830,1830,0,0
830673,2018,10,3,6768,6768,0,0
830818,2018,10,3,6867,6867,0,0
831442,2018,10,3,3954,3954,0,0
831696,2018,10,3,2658,2658,0,0
831829,2018,10,3,6501,6501,0,0
832062,2018,10,3,6663,6663,0,0
992002,2017,2,3,4530,4530,480,86
832663,2018,10,3,7083,7083,0,0
832864,2018,10,3,5589,5589,0,0
362855,2018,9,3,5718,5718,571,103
833322,2018,10,3,5730,5730,0,0
833765,2018,10,3,1590,1590,0,0
833801,2018,10,3,4362,4362,0,0
834270,2018,10,3,4527,4527,0,0
834306,2018,10,3,4659,4659,0,0
834544,2018,10,3,2349,2349,0,0
834576,2018,10,3,6948,6948,0,0
834733,2018,10,3,3963,3963,0,0
834790,2018,10,3,4956,4956,0,0
118355,2018,11,3,3231,3231,515,93
835484,2018,10,3,5673,5673,0,0
835693,2018,10,3,2772,2772,0,0
836374,2018,10,3,6921,6921,0,0
836475,2018,10,3,2664,2664,0,0
836550,2018,10,3,4020,4020,0,0
836713,2018,10,3,4650,4650,0,0
836964,2018,10,3,3921,3921,0,0
924787,2017,8,3,2664,2664,0,0
837810,2018,10,3,7065,7065,0,0
838885,2018,10,3,7380,7380,0,0
839356,2018,10,3,3453,3453,0,0
839412,2018,10,3,2667,2667,0,0
840376,2018,10,3,5064,5064,0,0
840882,2018,10,3,5883,5883,0,0
840984,2018,10,3,1635,1635,0,0
841249,2018,10,3,4968,4968,0,0
841677,2018,10,3,6090,6090,0,0
842641,2018,10,3,5238,5238,0,0
842980,2018,10,3,4575,4575,0,0
843233,2018,10,3,3069,3069,0,0
844125,2018,10,3,2166,2166,0,0
844152,2018,10,3,2697,2697,0,0
844749,2018,10,3,2307,2307,0,0
845945,2018,10,3,5055,5055,0,0
846055,2018,10,3,5286,5286,0,0
924787,2018,11,3,2667,2667,0,0
847772,2018,10,3,2991,2991,0,0
848248,2018,10,3,6255,6255,0,0
779247,2018,4,3,4620,4620,536,96
848804,2018,10,3,6924,6924,0,0
849549,2018,10,3,5274,5274,0,0
556865,2018,4,3,5577,5577,536,96
850828,2018,10,3,4539,4539,0,0
851901,2018,10,3,5730,5730,0,0
853039,2018,10,3,2619,2619,0,0
853421,2018,10,3,1518,1518,0,0
853540,2018,10,3,1581,1581,0,0
854077,2018,10,3,6306,6306,0,0
854709,2018,10,3,6033,6033,0,0
929712,2017,10,3,2358,2358,0,0
855198,2018,10,3,4419,4419,0,0
855635,2018,10,3,6219,6219,0,0
855998,2018,10,3,4599,4599,0,0
856406,2018,10,3,4842,4842,0,0
856502,2018,10,3,6549,6549,0,0
856654,2018,10,3,2439,2439,0,0
856667,2018,10,3,4521,4521,0,0
857159,2018,10,3,7473,7473,0,0
857971,2018,10,3,7008,7008,0,0
858674,2018,10,3,7050,7050,0,0
860172,2018,10,3,2799,2799,0,0
860684,2018,10,3,6870,6870,0,0
861079,2018,10,3,6273,6273,0,0
861104,2018,10,3,1557,1557,0,0
861558,2018,10,3,4284,4284,0,0
861867,2018,10,3,3570,3570,0,0
863223,2018,10,3,2649,2649,0,0
863262,2018,10,3,5301,5301,0,0
863392,2018,10,3,5628,5628,0,0
863516,2018,10,3,2190,2190,0,0
864318,2018,10,3,2811,2811,0,0
865411,2018,10,3,7290,7290,0,0
701803,2017,3,3,6147,6147,505,91
865759,2018,10,3,3642,3642,0,0
931097,2017,6,3,3591,3591,606,109
867046,2018,10,3,5400,5400,0,0
609971,2018,6,3,7488,7488,606,109
868230,2018,10,3,3021,3021,0,0
868744,2018,10,3,5379,5379,0,0
